UiMin[0],UiMin[1],UiMax[0],UiMax[1],Region[0],Region[1],Region[2],Region[3],Region[4],Region[5],ID,UiMapID,OrderIndex,MapID,AreaID,WMODoodadPlacementID,WMOGroupID
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40545,213,0,389,0,0,17670
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40546,213,1,389,0,0,17671
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40547,213,2,389,0,0,17672
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40548,213,3,389,0,0,17673
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40549,213,4,389,0,0,17674
0,0,1,1,-452.953,-285.993,-10000,39.6232,452.871,1000000,40550,213,5,389,0,0,17681
0,0,1,1,1129.167,241.66602,-1000000,2052.083,1625,1000000,40556,219,0,209,1176,0,0
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40557,220,5,109,0,0,5195
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40558,220,11,109,0,0,5202
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40559,220,15,109,0,0,5206
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40560,220,16,109,0,0,5207
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40561,220,17,109,0,0,5208
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40562,220,18,109,0,0,5209
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40563,220,19,109,0,0,5210
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40564,220,20,109,0,0,5211
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40565,220,59,109,0,0,5252
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40566,220,60,109,0,0,5253
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40567,220,61,109,0,0,5254
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40568,220,62,109,0,0,5255
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40569,220,63,109,0,0,5256
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40570,220,66,109,0,0,5259
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40571,220,67,109,0,0,5260
0,0,1,1,-718.519,-252.27121,-10000,-255.166,442.7582,1000000,40572,220,120,109,0,0,5314
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40573,221,0,48,0,0,334
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40574,221,1,48,0,0,335
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40575,221,2,48,0,0,336
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40576,221,3,48,0,0,337
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40577,221,4,48,0,0,338
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40578,221,5,48,0,0,339
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40579,221,6,48,0,0,340
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40580,221,7,48,0,0,341
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40581,221,8,48,0,0,342
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40582,221,9,48,0,0,343
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40583,221,10,48,0,0,344
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40584,221,11,48,0,0,345
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40585,221,12,48,0,0,346
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40586,221,13,48,0,0,347
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40587,221,14,48,0,0,357
0,0,1,1,-677.147,-381.296,-10000,-87.667,502.924,1000000,40588,221,15,48,0,0,358
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40589,222,0,48,0,0,348
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40590,222,1,48,0,0,349
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40591,222,2,48,0,0,350
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40592,222,3,48,0,0,351
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40593,222,4,48,0,0,352
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40594,222,5,48,0,0,353
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40595,222,6,48,0,0,354
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40596,222,7,48,0,0,355
0,0,1,1,-927.147,-581.296,-10000,-337.66696,302.924,1000000,40597,222,8,48,0,0,356
0,0,1,1,-877.1483,-281.298,-10000,-687.66565,2.926,1000000,40598,223,0,48,0,0,355
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40600,225,0,34,0,0,2810
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40601,225,1,34,0,0,2811
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40602,225,2,34,0,0,2812
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40603,225,3,34,0,0,2813
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40604,225,4,34,0,0,2814
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40605,225,5,34,0,0,2815
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40606,225,6,34,0,0,2817
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40607,225,7,34,0,0,2818
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40608,225,8,34,0,0,2819
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40609,225,9,34,0,0,2820
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40610,225,10,34,0,0,2821
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40611,225,11,34,0,0,2822
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40612,225,12,34,0,0,2823
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40613,225,13,34,0,0,2824
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40614,225,14,34,0,0,2825
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40615,225,15,34,0,0,2826
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40616,225,16,34,0,0,2827
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40617,225,17,34,0,0,2828
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40618,225,18,34,0,0,2829
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40619,225,19,34,0,0,2830
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40620,225,20,34,0,0,2831
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40621,225,21,34,0,0,2832
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40622,225,22,34,0,0,2833
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40623,225,23,34,0,0,2834
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40624,225,24,34,0,0,2835
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40625,225,25,34,0,0,2836
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40626,225,26,34,0,0,2837
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40627,225,27,34,0,0,2838
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40628,225,28,34,0,0,2839
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40629,225,29,34,0,0,2840
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40630,225,30,34,0,0,2841
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40631,225,31,34,0,0,2842
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40632,225,32,34,0,0,2843
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40633,225,33,34,0,0,2844
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40634,225,34,34,0,0,2845
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40635,225,35,34,0,0,2846
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40636,225,36,34,0,0,2847
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40637,225,37,34,0,0,2848
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40638,225,38,34,0,0,2849
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40639,225,39,34,0,0,2850
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40640,225,40,34,0,0,2851
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40641,225,41,34,0,0,2852
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40642,225,42,34,0,0,2853
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40643,225,43,34,0,0,2854
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40644,225,44,34,0,0,2855
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40645,225,45,34,0,0,2856
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40646,225,46,34,0,0,2857
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40647,225,47,34,0,0,2858
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40648,225,48,34,0,0,7262
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40649,225,49,34,0,0,7263
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40650,225,50,34,0,0,7264
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40651,225,51,34,0,0,7265
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40652,225,52,34,0,0,7266
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40653,225,53,34,0,0,7267
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40654,225,54,34,0,0,7268
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40655,225,55,34,0,0,7269
0,0,1,1,-31.4695,-188.331,-10000,220.633,189.822,1000000,40656,225,56,34,0,0,7270
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40657,226,0,90,0,0,1113
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40658,226,1,90,0,0,1114
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40659,226,2,90,0,0,1115
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40660,226,3,90,0,0,1116
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40661,226,4,90,0,0,1117
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40662,226,5,90,0,0,1119
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40663,226,6,90,0,0,1120
0,0,1,1,-694,-277.772,-180,-180.888,491.896,1000000,40664,226,7,90,0,0,1122
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40665,226,8,90,0,0,1127
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40666,226,9,90,0,0,1129
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40667,226,10,90,0,0,1131
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40668,226,11,90,0,0,1172
0,0,1,1,-694,-277.772,-10000,-180.888,491.896,1000000,40669,226,12,90,0,0,6957
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40670,227,0,90,0,0,1105
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40671,227,1,90,0,0,1106
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40672,227,2,90,0,0,1107
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40673,227,3,90,0,0,1108
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40674,227,4,90,0,0,1109
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40675,227,5,90,0,0,1110
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40676,227,6,90,0,0,1111
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40677,227,7,90,0,0,1112
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40678,227,8,90,0,0,1117
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40679,227,9,90,0,0,1118
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40680,227,10,90,0,0,1119
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40681,227,11,90,0,0,1121
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40682,227,12,90,0,0,1122
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40683,227,13,90,0,0,1123
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40684,227,14,90,0,0,1124
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40685,227,15,90,0,0,1125
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40686,227,16,90,0,0,1130
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40687,227,17,90,0,0,1131
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40688,227,18,90,0,0,1132
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40689,227,19,90,0,0,1133
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40690,227,20,90,0,0,1134
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40691,227,21,90,0,0,1137
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40692,227,22,90,0,0,1139
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40693,227,23,90,0,0,1140
0,0,1,1,-714,-77.772,-10000,-200.888,691.896,1000000,40694,227,24,90,0,0,1166
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40695,228,0,90,0,0,1135
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40696,228,1,90,0,0,1138
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40697,228,2,90,0,0,1149
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40698,228,3,90,0,0,1155
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40699,228,4,90,0,0,1156
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40700,228,5,90,0,0,1157
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40701,228,6,90,0,0,1158
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40702,228,7,90,0,0,1159
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40703,228,8,90,0,0,1160
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40704,228,9,90,0,0,1161
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40705,228,10,90,0,0,1162
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40706,228,11,90,0,0,7187
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40707,228,12,90,0,0,7188
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40708,228,13,90,0,0,7189
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40709,228,14,90,0,0,7190
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40710,228,15,90,0,0,7191
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40711,228,16,90,0,0,7192
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40712,228,17,90,0,0,7193
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40713,228,18,90,0,0,7194
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40714,228,19,90,0,0,18695
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40715,228,20,90,0,0,18696
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40716,228,21,90,0,0,18697
0,0,1,1,-967.333,-127.772,-10000,-387.555,741.896,1000000,40717,228,22,90,0,0,18698
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40718,229,0,90,0,0,1104
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40719,229,1,90,0,0,1135
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40720,229,2,90,0,0,1141
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40721,229,3,90,0,0,1142
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40722,229,4,90,0,0,1143
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40723,229,5,90,0,0,1145
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40724,229,6,90,0,0,1146
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40725,229,7,90,0,0,1147
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40726,229,8,90,0,0,1148
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40727,229,9,90,0,0,1149
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40728,229,10,90,0,0,1151
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40729,229,11,90,0,0,1152
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40730,229,12,90,0,0,1153
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40731,229,13,90,0,0,1154
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40732,229,14,90,0,0,1167
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40733,229,15,90,0,0,1168
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40734,229,16,90,0,0,1169
0,0,1,1,-937.334,72.9993,-10000,-357.554,942.669,1000000,40735,229,17,90,0,0,1170
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40736,230,0,70,0,0,1259
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40737,230,1,70,0,0,1260
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40738,230,2,70,0,0,1261
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40739,230,3,70,0,0,1262
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40740,230,4,70,0,0,1263
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40741,230,5,70,0,0,1264
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40742,230,6,70,0,0,1265
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40743,230,7,70,0,0,1266
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40744,230,8,70,0,0,1268
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40745,230,9,70,0,0,1270
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40746,230,10,70,0,0,1271
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40747,230,11,70,0,0,1272
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40748,230,12,70,0,0,1273
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40749,230,13,70,0,0,1274
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40750,230,14,70,0,0,1275
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40751,230,15,70,0,0,1276
0,0,1,1,-391.473,-248.549,-10000,204.306,645.119,1000000,40752,230,16,70,0,0,1277
