ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,ExplorationLevel,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,Flags_0,Flags_1,LiquidTypeID_0,LiquidTypeID_1,LiquidTypeID_2,LiquidTypeID_3
1,DunMorogh,"Dun Morogh",0,0,119,0,11,42,2172,8,0,0,0,0,2,0.30000001192,0,-1,0,0,0,65,256,0,0,0,0
2,Longshore,Longshore,0,40,120,0,11,0,2172,9,0,0,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
3,Badlands,Badlands,0,0,121,0,11,25,2172,7,0,0,0,0,0,0.10000000149,0,-1,0,0,0,64,256,0,0,0,0
4,BlastedLands,"Blasted Lands",0,0,122,0,11,210,2172,7,0,0,0,0,0,0,0,-1,0,0,0,64,256,0,0,0,0
7,DarkwaterCove,"Blackwater Cove",0,33,123,0,11,0,2172,3,0,0,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
8,SwampofSorrows,"Swamp of Sorrows",0,0,124,0,11,33,2172,223,0,0,0,0,0,0.30000001192,0,-1,0,0,0,64,256,0,0,0,0
9,NorthshireValley,"Northshire Valley",0,12,125,0,11,35,2172,1,0,0,0,0,0,0,0,-1,0,0,0,1076887552,256,0,0,0,0
10,Duskwood,Duskwood,0,0,617,0,11,40,2172,2,0,0,0,0,0,0.30000001192,0,-1,0,0,0,64,256,0,0,0,0
11,Wetlands,Wetlands,0,0,618,0,11,44,2172,227,0,0,0,0,0,0.30000001192,0,-1,0,0,0,64,256,0,0,0,0
12,ElwynnForest,"Elwynn Forest",0,0,126,0,11,35,2172,1,0,0,0,0,2,0,0,-1,0,0,0,64,256,0,0,0,0
13,TheWorldTree,"The World Tree",0,10,555,0,11,48,2172,11,0,0,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
14,Durotar,Durotar,1,0,127,0,11,25,2172,9,0,0,0,0,4,0.40000000596,0,-1,0,0,0,64,256,0,0,0,0
15,DustwallowMarsh,"Dustwallow Marsh",1,0,128,0,11,33,2172,227,0,0,0,0,0,0.40000000596,0,-1,0,0,0,64,256,0,0,0,0
16,Azshara,Azshara,1,0,129,0,11,31,2172,205,0,0,0,0,0,0.30000001192,0,-1,0,0,0,64,256,0,0,0,0
17,TheBarrens,"The Barrens",1,0,130,0,11,38,2172,7,0,0,0,0,4,0.30000001192,0,-1,0,0,0,64,256,0,0,0,0
18,CrystalLake,"Crystal Lake",0,12,131,0,11,35,2172,1,0,7,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
19,Zul'Gurub,Zul'Gurub,0,33,574,0,11,32,2172,3,0,40,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
20,Moonbrook,Moonbrook,0,40,132,0,11,0,2172,9,0,14,0,0,0,0,0,-1,0,0,0,1073741888,256,0,0,0,0
21,KulTiras,"Kul Tiras",0,0,133,0,11,0,2172,8,0,0,0,0,0,0,0,-1,0,0,0,64,256,0,0,0,0
22,ProgrammerIsle,"Programmer Isle",451,0,547,0,11,38,2172,2,0,0,0,0,0,0,2,-1,0,0,0,17472,256,1,0,0,0
23,NorthshireRiver,"Northshire River",0,12,134,0,11,35,2172,0,0,0,0,0,0,0,0,-1,0,0,0,1074790464,256,0,0,0,0
24,Northshireabbey,"Northshire Abbey",0,12,135,73,11,35,2172,1,0,0,0,0,0,0,0,-1,0,0,0,1076887552,256,0,0,0,0
25,BlackrockMountain,"Blackrock Mountain",0,0,136,0,11,46,2172,10,0,0,0,0,0,0,0,-1,0,0,0,64,256,0,0,0,0
